"kanaat","görüş, fikir"
"kat’i","şüphesiz, kesin"
"maatteessüf","ne yazık ki"
"mabeyninde","arasında"
"mahv","yok olma"
"mânâ-yı işâri","işaretlerle ifade edilen mânâ"
"muhabbet","sevgi"
"mukabele etmek","karşılık vermek"
"mukavemet","dayanma, karşı koyma"
"musîbet","belâ, felaket"
"müfsit","bozguncu"
"nefis","insanı daima kötülüğe, haram olan zevk ve isteklere sevk eden duygu"
"nimet","iyilik, lütuf, ihsan"
"nurânî","nurlu, ışıklı"
"nükte","ince ve derin anlamlı söz"
"rahmet","ihsan, bağış"
"rica etmek","ummak, ümit etmek"
"risâle","küçük çaplı kitap"
"sırr-ı ihlâs","ihlâs sırrı"
"sudur eden","ortaya çıkan"
"sürur","mutluluk, sevinç"
"şekvâ","şikayet"
"şuursuz","bilinçsiz"
"şükür","teşekkür etme, Allah’a karşı minnet duyma"
"vakfetmek","bağışlamak"
"ahvâl","hâller, durumlar"
"âyet","Kur’ân’da yer alan her bir cümle"
"azap","acı, sıkıntı"
"dâhilî","içteki"
"ehl-i dalâlet","doğru ve hak yoldan sapanlar, inançsız kimseler"
"ehl-i kalb","kalp yoluyla mânevî derecelere yükselen kişiler"
"elif","Arap alfabesinin ilk harfi (elif harfine benzemesinden dolayı (1) rakamı karşılığında da kullanılır)"
"feyiz","mânevî gıda, bereket"
"giriftâr olmak","yakalanmak"
"hâlis","samimî, ihlâslı"
"heves","gelip geçici arzu ve istek"
"hizmet-i kudsiye-i Kur’âniye","Kur’ân’a dayalı kutsal hizmet"
"ihtar","hatırlatma"
"ihtilât","insanlar arasına karışma"
"istifade etmek","faydalanmak"
"kanâat etmek","yetinmek"
"keffáretü’z-zünûb","günahların bağışlanmasına vesile"
"kıymet","değer"
"kıymettar","değerli"
"kudsî","her türlü kusur ve noksandan uzak, kutsal"
"mânâ-yı işârî","işaret edilen mânâ"
"mâruz olmak","bir şeyle yüz yüze gelmek"
"mazhar","bir şeye ulaşma, bir şeyi elde etme"
"medâr olmak","kaynak, dayanak olmak"
"medâr-ı sevab","sevap kaynağı, sebebi"
"medâr-ı tesellî","teselli kaynağı, sebebi"
"men olunmak","yasaklanmak"
"menfaat","fayda"
"muhtemel","ihtimal dahilinde"
"musîbet","belâ, felaket"
"muttalî","haberdar olma, bilgi sahibi olma"
"mücâhede-i mâneviye","mânevî olarak yapılan cihad"
"münâfi","aykırı, zıt"
"nâzil olmak","inmek"
"nimet-i İlâhiye","Allah’ın nimeti"
"Sahâbe","Hz. Peygamberi (a.s.m.) hayattayken gören ve onun yolundan giden Müslümanlar"
"seyr-i sülûk","mânevî makamlarda yapılan seyir ve seyahat"
"sırr-ı ihlâs","ihlâs sırrı, esprisi"
"sırr-ı meşrep","meslek sırrı"
"sırr-ı verâset-i nübüvvet","Peygamberlik varisliğinin sırrı"
"tarikat","İlâhî hakikatlere ulaşmak için, şeyhin gözetiminde takip edilen yol"
"tazammun eden","içeren"
"tekke","tarikat ehlinin zikir ve ders için toplandıkları yer"
"tenâfür-ü kulûp","kalplerin birbirinden nefret etmesi"
"tenzil etmek","indirmek"
"terbiye-i nüfûs","nefislerin terbiyesi"
"tesânüd","dayanışma, karşılıklı yardımlaşma"
"teşettüt-ü efkâr","fikir ayrılıkları"
"tezyîd-i derecât","derecelerin artması"
"velâyet-i kübrâ","en büyük velilik makamı"
"vukûa gelmek","gerçekleşmek"
"âlî-himmet","yüce himmetli"
"fazîlet","yüksek meziyet, erdem"
"feyiz","mânevî gıda, bereket"
"feylesof","filozof, felsefeci"
"hakaik-ı kudsiye-i imâniye","kutsal iman hakikatleri, esasları"
"hangâh","derviş evi, büyük tekke"
"heves","gelip geçici arzu ve istek"
"himmet","ciddî gayret, fedakârlık"
"hülâsa","özet"
"istihkak kesbetmek","hak kazanmak"
"kanâat etme","yetinme"
"kat’î","kesin"
"medrese","İslâm dünyasında düzenli öğretim kuruluşu, okul"
"muannid","inatçı"
"muvaffak olmak","başarmak"
"mütemerrid","inatçı"
"nefis","bir kimsenin kendisi"
"râcih","üstün gelen, tercih edilen"
"sarf ve nahiv","Arapça dil bilgisi, gramer"
"sekteye uğratmak","engellemek"
"sûret","şekil"
"talebe","öğrenci"
"tarikat","İlâhî hakikatlere ulaşmak için, şeyhin gözetiminde takip edilen yol"
"tekke","tarikat ehlinin zikir ve ders için toplandıkları yer"
"uluvv-ü cenâb","yüksek makam ve kişilik sahibi"
"uluvv-ü himmet","yüksek gayret ve fedakârlık"
"vâkıa","olay"
"vâzıh","açık, aşikâr"
"vird","devamlı yapılan zikir"
"zındık","dinsiz"
"dirhem","çok küçük"
"ehemmiyet","değer, önem"
"elem","acı, keder"
"fesâd","bozgunculuk"
"garaz","kötü kasıt"
"hakikaten","gerçekten"
"hayat-ı içtimâiye","sosyal hayat"
"hisse","pay"
"hürmet","saygı"
"iade etmek","geri vermek"
"içtima","toplanma"
"isticvâb","sorguya çekmek"
"istirâhat etme","dinlenme"
"istirahat-ı umumiye","genel huzur ortamı"
"lillâhilhamd","Allah’a hamd olsun!"
"menfaat","fayda"
"menfaat-ı umumiye","toplumun genelini ilgilendiren fayda"
"mevcut","var"
"muâvenet","yardım"
"muhafaza etmek","korumak"
"muhtemel","ihtimal dahilinde"
"musîbet","âfet, belâ"
"muztar","çaresiz"
"müdâfaat","savunmalar"
"mükerrer","tekrarlanan"
"münakaşa","tartışma"
"nazara almak","dikkate almak"
"nevi","çeşit, tür"
"sükûnet","sakinlik"
"sükûnet-i umumiye","genel sakinlik"
"şimâl","kuzey"
"tâyin etmek","görevlendirmek, atamak"
"tedbir","önlem"
"tenbih","uyarı"
"teskin etmek","sakinleştirmek"
"umum","bütün, genel"
"zabit","subay"
"ziyade","çok"
"ziyadeleşmek","artmak, çoğalmak"
"alâküllihâl","her durumda, eninde sonunda"
"aleyh","karşıt, zıt"
"belâ","büyük sıkıntı"
"bilâkis","tersine"
"bil-iltizam","zorunlu olarak"
"binaen","dayanarak"
"Cenâb-ı Hak","Hakkın tâ kendisi olan şeref ve yücelik sahibi Allah"
"cihet","taraf, yön"
"desise","hile, aldatma"
"hakikat","gerçek"
"hâlet","durum, hâl"
"haysiyet","itibar, saygınlık"
"helâl etmek","bağışlamak"
"ihzâr etme","hazırlama"
"istimâl etmek","kullanmak"
"kabil","mümkün, olabilir"
"kazâ-yı İlâhî","Allah’ın emirlerinin, takdirinin yerine gelmesi"
"mabeyninde","arasında"
"mâsum","günahsız"
"menfaat","fayda"
"minnet etmek","iyilik karşısında kendini borçlu hissetmek"
"muhabbet","sevgi"
"musîbet","dert, sıkıntı"
"müfsid","bozguncu, fesad çıkaran"
"nefis","insanı daima kötülüğe, haram olan zevk ve isteklere sevk eden duygu"
"rica etmek","ummak, ümit etmek"
"samimiyet","içtenlik"
"sudur eden","ortaya çıkan"
"şuursuz","bilinçsiz"
"tahrik etmek","harekete geçirmek"
"tedbir","önlem"
"tenkid etmek","eleştirmek"
"tetkik etmek","incelemek"
"vesile","aracı"
"âdil","adaletli"
"âzâ","üye"
"cihet","taraf, yön"
"ehemmiyetli","önemli"
"ehl-i ilim","ilim ehli olanlar, âlimler"
"ehl-i takvâ","takvâ sahipleri; Allah’tan korkup emir ve yasaklarına titizlikle uyan kimseler"
"hakikaten","gerçekten"
"hakikat-ı hal","bir durumun gerçek yönü"
"hikmet","fayda, gaye"
"hikmet-i İlâhiye","Allah’ın gözettiği fayda ve gaye"
"hüküm","karar"
"ihtâr","uyarı"
"inkişâf etmek","açığa çıkmak"
"inşaallah","Allah izin verirse"
"isnad etmek","dayandırmak"
"ittiham","suçlama, suçlu duruma düşürme"
"kader/kader-i İlâhî","Allah’ın belirlediği kader programı"
"kıymet","değer"
"medar-ı bahis","söz konusu"
"medrese-i Yusufiye","Hz. Yusuf’un (a.s.) hapiste kalmasına benzetilerek, iman ve Kur’ân’a hizmetinden dolayı hapsedilenlerin kaldığı yer mânâsında hapishane"
"muhâfaza etmek","korumak"
"muttali olma","haberdar olma, bilme"
"mücâhede-i mâneviye","mânevî cihad; ilimle, fikirle ve imanla yapılan mücadele"
"müdafaa etmek","savunmak"
"müdafaat","müdafaalar, savunmalar"
"müteaddit","çeşitli, birden fazla"
"nazar-ı millet","milletin bakışı, düşüncesi"
"nükte","ince ve derin anlamlı söz"
"reis","başkan"
"Risâle-i Kader","Kader Risalesi, İman esaslarından olan kaderin anlatıldığı Yirmi Altıncı Söz"
"sevk etmek","yönlendirmek"
"şahs-ı mânevî","belli bir kişi olmayıp bir cemaatten meydana gelen mânevî şahıs"
"şâkirt","öğrenci, talebe"
"tahattur etmek","hatırlamak"
"talebe","öğrenci"
"talep etmek","istemek"
"tebrie etmek","beraat ettirmek"
"tevkif etmek","tutuklamak"
"üstad","hoca, öğretmen"
"vesile","aracı"
"ziyade","çok, fazla"
"zulüm","haksızlık"
"ehl-i ilim","ilim ehli olanlar, âlimler"
"ehl-i takvâ","takvâ sahipleri; Allah’tan korkup emir ve yasaklarına titizlikle uyan kimseler"
"emniyet etmek","güvenmek"
"emniyetsizlik","güvensizlik"
"entrika","dalavere, dolap çevirme"
"huruf","harfler"
"hükûmet","idare, yönetim"
"intişar","yayılma"
"ittiham","suçlama, suçlu duruma düşürme"
"müdafaat","savunmalar"
"nazar-ı millet","milletin bakışı, düşüncesi"
"şahs-ı mânevî","belli bir kişi olmayıp bir cemaatten meydana gelen mânevî şahıs"
"tekerrür etme","tekrarlanma"
"vasıta","aracı"
"adalet","haklıya hakkını verme"
"adalet-i İlâhî","Allah’ın adaleti"
"beşer","insan"
"delâil-i vahdâniyet","Cenâb-ı Allah’ın birliğini gösteren deliller"
"esfel-i sâfilin","aşağıların en aşağısı"
"esmâ-i İlâhî","Allah’ın isimleri"
"gayr","başka, diğer"
"hadsiz","sınırsız, sayısız"
"hukuk","haklar"
"iktiza etmek","gerektirmek"
"inkâr etmek","kabul etmemek, reddetmek"
"kâfir","Allah'ı veya Allah’ın bildirdiği kesin olan birşeyi inkâr eden kimse"
"kâinat","evren"
"kanun-u adalet","adalet kanunu"
"katl","öldürme, cinayet"
"kemâlât","mükemmel ve kusursuz özellikler"
"küfür","Allah’ı veya Onun bildirdiği kesin olan birşeyi inkâr etmek (k-f-r)"
"lâakal","en az"
"maktul","öldürülen kişi"
"mukabil","karşılık"
"müstehak","hak etmiş, lâyık"
"nukuş","nakışlar"
"nükte","ince ve derin anlamlı söz"
"selb etmek","ortadan kaldırmak"
"sırr-ı münasebet","bağlantı sırrı"
"şehadet","şahitlik"
"tahrip","yıkıp yok etme"
"tecavüz","haddi aşmak, saldırmak"
"tekzip","yalanlama"
"tesirat","tesirler, etkiler"
"tezyif","küçük düşürme"
"veçh-i muvafakat","uygun yön"
"zâhirî","görünüşte"
"ziyade","çok, fazla"
"fazl","cömertlik, ihsan"
"fezâil","faziletler, üstün özellikler"
"hadsiz","sınırsız, sayısız"
"hâsiyet","özellik"
"hıfz","koruma, saklama"
"hurûf-u Kur’ân","Kur’ân harfleri"
"hususan","özellikle"
"îcâd olunmak","yaratılmak, var edilmek"
"irâde","dileme, tercih etme ve seçme gücü"
"kemâl-i intizam","mükemmel bir düzen"
"kıble-i kâinat","bütün evrenin yöneldiği kıble"
"Kudret","Allah’ın bütün varlığı kuşatan güç ve iktidarı"
"küre-i arz","yerküre, dünya"
"maâdin","madenler"
"mahlûkat","varlıklar"
"mazhar","ayna, görüntü yeri"
"medar","kaynak"
"merkez-i âlem","bütün varlıklar âleminin merkezi"
"muhtelif","çeşitli"
"Muhyî","bütün canlılara hayat veren Allah"
"nebâtât","bitkiler"
"nükte","ince ve derin anlamlı söz"
"rahmet","şefkat, merhamet"
"risale","Risale-i Nur’u oluşturan bölümlerden herbiri"
"sırr-ı dakîk","ince sır"
"takrib etmek","yakınlaştırmak"
"tedbir","çekip çevirme, ihtiyacını karşılama"
"tefhim","anlatma"
"tesirât-ı maddiye","maddî etkiler"
"unsur","bir şeyi oluşturan temel öğe"
"unsur-u hava","hava unsuru"
"unsur-u nur","nur unsuru"
"vahdet","birlik"
"vecih","şekil, yön"
"vücûh-u kesîre","pek çok yönler; çok yönlülük"
"vürûd eden","söylenen, ifade edilen"
"zikredilmek","anılmak, belirtilmek"
"acaib","şaşırtıcı ve garip şeyler"
"acâib-i mûcizât","mucizeyle yaratılan mahluklardaki şaşırtıcı özellikler"
"âhize","alıcı"
"Alîm-i Zülcelâl","sonsuz ilmiyle herşeyi bilen ve sınırsız haşmet ve yücelik sahibi olan Allah"
"arş","Cenâb-ı Hakkın isim ve sıfatlarının tecelli ettiği makam, taht"
"basit","tek unsurdan oluşan"
"besâtet","basitlik, tek unsurdan oluşma"
"câmi","kapsamlı, içine alan"
"cilve","görünme, yansıma"
"cilveger","yansıyan, kendini gösteren"
"emirber","emre hazır"
"envâ","türler, çeşitler"
"garâib","hayranlık uyandırıcı ve şaşırtıcı şeyler"
"habbe","dane, tohum"
"hadsiz","sınırsız, sayısız"
"hâric-i hava","dıştaki hava"
"hayvânât","hayvanlar"
"hurufat","harfler"
"hususan","özellikle"
"imtisâl","emre uyma, bağlanma"
"irâde","dileme, tercih etme ve seçme gücü"
"itaat","bağlanma, boyun eğme"
"kalem-i ilim","ilim kalemi"
"kelimât","kelimeler"
"kemâl-i imtisâl","eksiksiz bir şekilde bağlanma, boyun eğme"
"kesret","çokluk"
"keşif","gizli bir şeyi açığa çıkarma"
"küre-i arz","yerküre, dünya"
"mazhar","yansıma ve görünme yeri"
"misilli","benzeri, aynısı"
"mucizât-ı san’at","sanat mucizeleri"
"muhtelif","çeşitli"
"muntazam","düzenli"
"musahhar","boyun eğmiş"
"münasebetiyle","vesilesiyle, sebebiyle"
"nâkile","iletici"
"Nakkâş-ı Ezelî","herşeyi zatına has olarak nakış nakış işleyen, evveli olmayan Allah"
"nefer","asker, er"
"nihâyetsiz","sınırsız"
"nukùş","nakışlar"
"nutfe","memelilerin yaratıldığı su"
"nutk-u beşerî","insan konuşması"
"nutuk","konuşma"
"sebatsız","kalıcı olmayan, geçici"
"tezâhür","belirme, görünme"
"unsur-u havâiye","hava unsuru"
"vasıtasıyla","aracılığıyla"
"vücud","varlık"
"zerre-i havâiye","hava zerresi, atomu"
"zîhayat","canlı"
"âsâr","eserler"
"ayn-ı emir","emrin kendisi"
"ayn-ı irâde","iradenin kendisi"
"ayn-ı kudret","kudretin kendisi"
"berzahî","iki şey arasındaki geçiş yeri"
"emr-i tekvin","yaratma emri"
"evâil-i sûre","sûre başları"
"hafî","gizli"
"hâsiyât-ı maddiye","maddî özellikler"
"inkılâb ettirmek","değiştirmek, dönüştürmek"
"inkıyâd-ı eşya","varlıkların boyun eğmesi, itaat etmesi"
"keyfiyet","özellik, nitelik"
"mazhar","ayna, görünme yeri"
"mervî","nakledilen, rivayet edilen"
"mevcudât","varlıklar"
"mevcudât-ı havâiye","havadan oluşan varlıklar"
"muntazam","düzenli"
"musahhariyet-i mevcudat","varlıkların boyun eğmesi"
"nazar-ı dikkati celb etmek","dikkat çekmek"
"nev’","tür"
"nihâyetsiz","sonsuz, sayısız"
"nim-maddî","yarı maddî"
"nim-mânevî","yarı mânevî"
"sıfat-ı irâde","irade sıfatı"
"sıfat-ı kelâm","konuşma sıfatı"
"sırr-ı imtisal","emre uyma sırrı"
"sür’at-i icad","çok hızlı bir şekilde var etme"
"şehâdet","müşahede edilen, görünen"
"şifre-i İlâhiye","İlâhî şifre"
"tâbirât","tabirler, ifadeler"
"tahavvül ettirmek","değiştirmek, dönüştürmek"
"tecellî","görünüm, yansıma"
"tesirât-ı hâriciye","dış etkiler"
"teslim ettirmek","kabul ettirmek"
"tezâhür etmek","ortaya çıkmak, görünmek"
"vücud-u eşya","eşyanın varlığı, varlıkların kendisi"
"vücud-u maddî","maddî varlık"
"zerrât-ı havâiye","hava zerreleri, atomları"
"âb-ı hayat","hayat suyu, kan"
"âhize","alıcı"
"aktâr-ı âlem","âlemin dört bir yanı"
"arş","gök"
"çevik ve çalak","hızlı hareket eden"
"emirber","emre hazır"
"evâil-i sûre","sûre başları"
"evâmir-i kudsiye","kutsal emirler"
"ferman etmek","buyurmak"
"ferş","yer"
"hads-i kat’î","hızlı bir şekilde kalbe doğan ve doğruluğu kesin olan bilgi"
"hararet-i garîze","normal vücut ateşi, ısısı"
"havâ-yı nesîmî","tatlı ve hoş bir şekilde esen rüzgar"
"hayvânât","hayvanlar"
"hizmetkâr","hizmetçi"
"hurufât","harfler"
"hurûf-u kudsiye-i şifre-i İlâhiye","birer İlâhî şifre olan kutsal harfler"
"icrâ etme","yerine getirme"
"îfâ etmek","yerine getirmek"
"ihtizâz","titreşim, sarsıntı"
"imtisâl etmek","emre uymak, bağlanmak"
"iş’âl","tutuşturma"
"kanaat vermek","inandırmak"
"kat’î","kesin"
"Kur’ân-ı Mu’cizü’l-Beyân","açıklamalarıyla akılları benzerini yapmaktan âciz bırakan Kur’ân-ı Kerim"
"mâkul","akla uygun"
"medâr olmak","sebep olmak"
"muhâberât-ı kudsiye","kutsal haberleşmeler"
"muntazam","düzenli"
"münâsebât-ı dakika-i hafiye","gizli ve ince münasebetler, bağlantılar"
"münteşir","yayılmış"
"müşâhede","gözlemleme"
"nâkile","iletici"
"nâr-ı hayatî","hayat ateşi"
"nebâtât","bitkiler"
"nefer","asker, er"
"nüfus","nefisler, varlıklar"
"Rahmân","çok merhamet sahibi olan ve şefkatle bütün yaratıkların rızkını veren Allah"
"Rahmân-ı Rahîm","dünya ve ahirette yarattığı varlıklara sonsuz rahmet, şefkat ve merhametiyle davranan Allah"
"rû-yi zemin","yeryüzü"
"seyyâlât-ı lâtife","çok şeffaf ve akıcı olan şeyler"
"şe’n","belirleyici özellik"
"şifre-i kudsiye-i İlâhiye","kutsal İlâhî şifreler"
"tasfiye","arıtma, saflaştırma"
"tebliğ etmek","bildirmek"
"teşekkül","ortaya çıkma, şekillenme"
"vaziyet-i meşhûde","gözlemlenen durum"
"vezâif-i havâiye","havanın görevleri"
"zerrât","atomlar"
"âhizelik","alıcılık"
"binâen","dayanarak"
"hâsıl olmak","meydana gelmek"
"hâsiyet","özellik"
"hassa","temel özellik"
"hassas","duyarlı"
"hurûfât","harfler"
"kesb etmek","kazanmak"
"kudsiyet","kusur ve noksandan uzak oluş, kutsallık"
"mevcudât-ı havâiye","havadan meydana gelen varlıklar"
"münâsebât-ı hafiye","gizli bağlantılar"
"ukde","düğüm"
"vücud-u havâî","ses dalgası gibi havada bulunan varlık"
"vücud-u nakşiye","yazı gibi nakış şeklindeki varlık"
"vücud-u zihnî","mânâ gibi zihinde bulunan varlık"
"câ-yı dikkat","dikkat çekici, ilginç"
"dest-i inâyet","yardım eli"
"eşhas","şahıslar, kişiler"
"Hükûmet-i Cumhuriye","Cumhuriyet Hükümeti"
"hüküm","yargı, karar"
"istintak etmek","sorgulamak"
"ittiham etmek","suçlamak"
"kararname","verilen kararı bildiren yazı"
"lâyiha","kanun tasarısı"
"letâfet","hoşluk, güzellik"
"madde-i kanuniye","kanun maddesi"
"mânen","mânevî olarak"
"mânidar","mânâlı, anlamlı"
"meb’us","milletvekili"
"mebde-i tevkif","ilk tutuklama"
"musibet","belâ, büyük sıkıntı"
"müellif","yazar"
"mükerrer","tekrarlanan"
"nazaran","–göre"
"nükte","ince ve derin anlamlı söz"
"Risale-i Nur Müellifi","Risale-i Nur Külliyatının yazarı; Bediüzzaman Said Nursi"
"suret","şekil, biçim"
"şakirt","öğrenci, talebe"
"takdirkârâne","övgüyle"
"tanzim etmek","düzenlemek"
"tevafuk etmek","denk düşmek, uygun gelmek"
"tevafuk","uygunluk"
"tevafukat-ı lâtife","güzel münasebet, denklik ve uygunluklar"
"tevafuk-u lâtife","güzel münasebet, denklik ve uygunluk"
"tevkif","tutuklanma"
"adâlet","hak sahibine hakkını vermek"
"adâvet","düşmanlık, kin"
"âhiret","öteki dünya, öldükten sonraki sonsuz hayat"
